BrandName,Deatils,Sizes,Womens_Category,MRP_,Discount_percent,SellPrice_
aurelia,dyed cotton round neck womens straight kurta - green,"Size:Large,Medium,Small,X-Small",Indianwear,2803.6906246180174,30.0,1499.0
kami kubi,printed cotton v neck womens regular top - black,"Size:Medium,X-Small",Indianwear,1199.0,45.0,659.0
yuris,printed round neck cotton womens kurta palazzo set - mustard,"Size:Small,XX-Large",Indianwear,3499.0,60.0,1399.0
juniper,ethnic motifs round neck chiffon womens flared dress - navy,"Size:Large,X-Large",Indianwear,3499.0,30.0,2449.0
varanga,maxi viscose rayon womens ethnic skirt - maroon,"Size:Medium,Small",Indianwear,2599.0,50.0,1299.0
varanga,printed cotton round neck womens calf length kurta - navy,Size:XX-Large,Indianwear,2699.0,75.0,674.0
janasya,cotton womens top - black,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Indianwear,1399.0,50.0,699.0
ira soleil,womens yellow all over printed jacket - purple,"Size:Large,Medium,Small,X-Large",Indianwear,2803.6906246180174,0.0,1999.0
w,printed round neck a-line womens kurta - white,Size:10,Indianwear,4999.0,50.0,2499.0
aurelia,dyed cotton round neck womens ethnic set - green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Indianwear,1699.0,30.0,1189.0
myshka,printed polyester mandarin womens regular kurta - navy,"Size:Large,Medium,Small,X-Large,XX-Large",Indianwear,1499.0,65.0,524.0
ziyaa,printed polyester round neck womens straight kurta - pink,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",Indianwear,1935.0,65.0,677.0
stop,printed round neck straight fit womens kurta - blue,"Size:S,M,L,X-Large,X-Small",Indianwear,999.0,50.0,499.0
stop,printed cotton mandarin womens knee length kurta - purple,"Size:XL,Large,Medium,Small,X-Small,XX-Large,XXX-Large",Indianwear,2803.6906246180174,50.0,899.0
w,solid mesh regular fit womens festive wear dupatta - pink,Free Size,Indianwear,2803.6906246180174,40.0,1499.0
get wrapped,embroidered polyester woven womens scarf - white,Free Size,Indianwear,2803.6906246180174,0.0,299.0
biba,womens light pink viscose kurta dress - baby pink,"Size:36,38",Indianwear,2999.0,50.0,1499.0
janasya,floral cotton round neck womens kurta palazzo set with dupatta - green,"Size:Small,X-Small,XX-Large",Indianwear,4399.0,65.0,1539.0
global desi,regular length cotton straight fit womens pants - aqua,"Size:XL,Large,Medium,Small,X-Small,XX-Large",Indianwear,1699.0,35.0,1104.0
myshka,embroidered viscose round neck womens kurta palazzo set - mustard,",Medium,Small,X-Large,XX-Large",Indianwear,5499.0,75.0,1374.0
biba,yarndyed band collar flared womens kurta - multi,Size:42,Indianwear,1999.0,40.0,1199.0
ziyaa,checks round neck polyester womens ethnic set - black,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",Indianwear,2095.0,55.0,942.0
w,solid cotton blend round neck womens calf length kurta - ecru,"Size:6,8,10,12,14,16,18",Indianwear,2803.6906246180174,40.0,2299.0
w,dyed cotton regular fit womens kurta set - ecru,"Size:6,8,10,12,14,16,18",Indianwear,2803.6906246180174,40.0,3999.0
aurelia,dyed cotton round neck womens above knee kurta - blue,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Indianwear,1049.0,30.0,734.0
juniper,embroidered cotton round neck womens straight fit kurta - white,"Size:4X-Large,5X-Large,X-Large,XXX-Large",Indianwear,2098.0,55.0,944.0
kashish,embroidered mandarian collar straight fit womens kurta - natural,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Indianwear,1999.0,50.0,999.0
aurelia,printed cotton round neck womens straight kurta - yellow,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Indianwear,1299.0,30.0,909.0
janasya,embroidered cotton mandarin womens kurta - green,Size:X-Small,Indianwear,2298.0,60.0,919.0
neerus,embroidered modal round neck womens a-line kurta - yellow,"Size:Large,Medium,X-Large",Indianwear,2499.0,50.0,1249.0
myshka,printed viscose round neck womens kurta palazzo set - mustard,",Medium,Small,X-Large,XX-Large",Indianwear,5999.0,75.0,1499.0
kashish,embroidered open a-line fit womens kurta - rose,"Size:Large,Medium,Small,X-Large",Indianwear,1699.0,50.0,849.0
ziyaa,printed rayon round neck womens straight kurta - navy,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",Indianwear,1647.0,60.0,658.0
ziyaa,geometric round neck polyester womens ethnic set - multi,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",Indianwear,3067.0,60.0,1226.0
indya,embellished georgette regular fit womens pants - blue,"Size:Medium,Small",Indianwear,2803.6906246180174,50.0,1850.0
myshka,solid cotton blend collar neck womens dress - multi,"Size:Medium,Small",Indianwear,1999.0,60.0,799.0
global desi,floral cotton round neck womens ethnic set - pink,"Size:XL,Large,Medium,Small,X-Small,XX-Large",Indianwear,3599.0,35.0,2339.0
varanga,womens mandarin collar floral kurta set - off white,"Size:Large,X-Large,XX-Large",Indianwear,2999.0,50.0,1499.0
w,solid rayon blend round neck womens calf length kurta - green,"Size:14,18",Indianwear,1799.0,50.0,899.0
de moza,solid skinny fit cotton womens leggings - orange,"Size:Large,Medium,X-Large,XX-Large",Indianwear,2803.6906246180174,40.0,499.0
indya,embroidered georgette v-neck womens a-line tunic - orange,"Size:Small,XX-Large",Indianwear,2450.0,50.0,1225.0
indya,solid georgette regular fit womens pants - white,Size:Small,Indianwear,1800.0,50.0,900.0
stop,fitted full length cotton lycra womens leggings - maroon,"Size:S,M,L,X-Large,X-Small",Indianwear,499.0,30.0,349.0
kashish,womens key hole neck embroidered kurta - red,"Size:Large,X-Large",Indianwear,2803.6906246180174,50.0,1499.0
stop,womens solid legging for winter wear - black,"Size:Large,Medium,Small,XX-Large",Indianwear,899.0,50.0,449.0
kami kubi,printed cotton round neck womens unstitched dress material - pink,Free Size,Indianwear,3999.0,55.0,1799.0
get wrapped,embroidered polyester blend regular length womens scarf - pink,Free Size,Indianwear,2803.6906246180174,0.0,499.0
janasya,printed silk festive wear womens saree with blouse piece - peacock,Free Size,Indianwear,3379.0,60.0,1351.0
aarke,printed polyester blend round neck womens short top - ecru,"Size:Large,Medium,Small",Indianwear,2803.6906246180174,40.0,1900.0
ziyaa,floral v-neck rayon womens ethnic set - maroon,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",Indianwear,2697.0,60.0,1078.0
global desi,round neck straight womens kurta - maroon,"Size:XL,Large,Medium,Small,X-Small,XX-Large",Indianwear,2699.0,20.0,2159.0
aurelia,mandarin straight designer womens kurtas - orange,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Indianwear,1499.0,30.0,1049.0
global desi,geometric round neck straight womens kurta - yellow,"Size:XL,Large,Medium,Small,X-Small,XX-Large",Indianwear,2199.0,50.0,1099.0
yuris,solid round neck cotton womens kurta set - multi,"Size:Large,Medium,Small",Indianwear,4299.0,65.0,1504.0
yuris,printed round neck cotton womens kurta palazzo set - peach,"Size:Large,Medium,Small,XX-Large",Indianwear,2499.0,55.0,1124.0
yuris,geometric cotton round neck womens calf length kurta - black,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",Indianwear,1799.0,55.0,809.0
de moza,printed regular fit cotton womens casual wear pants - black,"Size:Large,Medium,Small,X-Large,XX-Large",Indianwear,999.0,40.0,599.0
kashish,embroidered viscose blend womens full length palazzos - brown,"Size:Large/X-Large,Small/Medium",Indianwear,1299.0,50.0,649.0
gipsy,printed cotton mandarin womens tunic - red,"Size:Medium,Small,X-Large",Indianwear,1395.0,30.0,976.0
haute curry,solid round neck rayon womens flared dress - mustard,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Indianwear,1499.0,50.0,749.0
stop,solid round neck straight womens kurta - mustard,"Size:S,M,L,X-Large,X-Small,XX-Large",Indianwear,899.0,50.0,449.0
vastranand,stripes zari silk festive wear womens regular saree - brown,Free Size,Indianwear,3500.0,45.0,1925.0
vastranand,solid zari cotton blend festive wear womens regular saree - mustard,Free Size,Indianwear,4545.0,50.0,2272.0
juniper,womens maroon georgette printed straight kurta with printed sharara & dupatta - maroon,"Size:Large,Medium,Small,X-Large",Indianwear,3899.0,50.0,1949.0
kashish,embroidered round neck a-line womens kurta - blue,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Indianwear,1999.0,50.0,999.0
vastranand,geometric zari silk blend festive wear womens regular saree - green,Free Size,Indianwear,4799.0,55.0,2159.0
vastranand,structured zari silk blend festive wear womens regular saree - baby pink,Free Size,Indianwear,4799.0,55.0,2159.0
juniper,ethnic motifs round neck rayon womens flared dress - maroon,"Size:Large,Medium,Small,X-Large",Indianwear,3599.0,65.0,1259.0
juniper,printed cotton boat neck womens ethnic set - blue,Size:XX-Large,Indianwear,2999.0,45.0,1649.0
vastranand,solid zari linen festive wear womens regular saree - green,Free Size,Indianwear,3000.0,50.0,1500.0
global desi,womens regular fit floral tunic - yellow,"Size:Medium,Small",Indianwear,1899.0,60.0,759.0
vastranand,solid zari polyester festive wear womens regular saree - grey,Free Size,Indianwear,3995.0,50.0,1997.0
varanga,zari round neck designer womens ethnic set - magenta,"Size:Large,Small,X-Large,XX-Large",Indianwear,5999.0,60.0,2399.0
global desi,womens regular fit floral tunic - yellow,"Size:XL,Large,Medium,Small,X-Small",Indianwear,2299.0,70.0,689.0
varanga,embellished cotton mandarin neck womens regular fit kurta - pink,"Size:Large,Small",Indianwear,1999.0,70.0,599.0
biba,printed v neck cotton womens kurta palazzo - blue,"Size:36,38",Indianwear,3599.0,20.0,2879.0
global desi,geometric shoulder straps viscose womens flared dress - yellow,"Size:Large,Small",Indianwear,3299.0,50.0,1649.0
indya,womens round neck embroidered kurta - blue,"Size:Medium,Small,X-Small",Indianwear,1900.0,50.0,950.0
w,solid cotton flex regular fit womens pants - pink,"Size:14,18",Indianwear,999.0,40.0,599.0
varanga,powder blue anarkali kurta with silver floral print and embroidery detailing on placket - blue,"Size:Large,X-Large",Indianwear,3199.0,50.0,1599.0
neerus,printed santoon round neck womens ankle length kurta - black,Size:XX-Large,Indianwear,2799.0,50.0,1399.0
w,print cotton womens tucked salwar - white,Size:14,Indianwear,1699.0,40.0,1019.0
w,yd-dobby round neck straight womens kurta - green,Size:16,Indianwear,1799.0,40.0,1079.0
w,printed collar neck viscose womens a-line dress - green,Size:10,Indianwear,1999.0,50.0,999.0
biba,printed band collar flared womens kurta - indigo,Size:42,Indianwear,1999.0,20.0,1599.0
myshka,checks cotton regular fit womens casual trousers - pink,Size:Small,Indianwear,1399.0,70.0,419.0
yuris,floral round neck cotton womens kurta set - multi,Size:Small,Indianwear,4299.0,65.0,1504.0
yuris,floral v-neck cotton womens kurta set - multi,"Size:Small,XX-Large",Indianwear,3499.0,60.0,1399.0
varanga,womens off white quirky thread embroidered crop top with fuchsia tiered floral printed skirt - off white,Size:X-Large,Indianwear,2999.0,60.0,1199.0
w,printed viscose round neck womens straight kurta - natural,"Size:6,8,10,12,14,16,18",Indianwear,2399.0,25.0,1799.0
fusion beats,womens round neck embroidered top - natural,"Size:Large,Medium,Small,X-Large",Indianwear,1799.0,60.0,719.0
global desi,geometric viscose round neck womens ethnic set - white,"Size:XL,Large,Medium,Small,X-Small,XX-Large",Indianwear,3999.0,20.0,3199.0
w,solid poly viscose regular fit womens festive slim pants - green,"Size:8,10,12,14,16",Indianwear,2803.6906246180174,40.0,1299.0
stop,womens printed calf length casual wear kurta - green,"Size:S,M,XL,X-Small",Indianwear,999.0,50.0,499.0
kashish,womens art silk straight fit palazzo - off white,"Size:Large/X-Large,Small/Medium",Indianwear,1299.0,50.0,649.0
global desi,solid viscose boat neck womens regular top - pink,"Size:XL,Large,Medium,Small,X-Small,XX-Large",Indianwear,1699.0,20.0,1359.0
indya,embroidered georgette scoop neck womens regular tunic - pink,"Size:Large,Medium,Small,X-Large,XX-Large",Indianwear,2200.0,50.0,1100.0
ziyaa,floral round neck crepe womens salwar kurta and dupatta set - yellow,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",Indianwear,4293.0,60.0,1717.0
aarke,printed polyester blend v neck womens short top - ecru,"Size:Large,Medium,Small,X-Large",Indianwear,2803.6906246180174,40.0,1900.0
aurelia,solid cotton blend womens casual trousers - pink,"Size:Large,Medium,Small,XX-Large",Indianwear,2803.6906246180174,30.0,999.0
arteastri,jamdani silk festive wear womens saree - navy,Free Size,Indianwear,2803.6906246180174,0.0,10550.0
janasya,womens mustard poly crepe kurta with pant and dupatta (set197) - mustard,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large",Indianwear,2599.0,50.0,1299.0
aurelia,dyed poly viscose round neck womens ethnic set - multi,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Indianwear,4299.0,30.0,3009.0
ziyaa,printed polyester round neck womens straight kurta - green,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",Indianwear,1413.0,60.0,565.0
janasya,womens pink silk a-line kurti (jne3501) - pink,"Size:Small,X-Large,X-Small,XX-Large",Indianwear,1599.0,60.0,639.0
indya,regular polyester woven womens dupatta - natural,Free Size,Indianwear,2803.6906246180174,50.0,1400.0
myshka,printed rayon round neck womens regular kurta - navy,"Size:Large,Medium,Small,X-Large,XX-Large",Indianwear,2499.0,75.0,624.0
stop,embroidered cotton mandarin collar womens straight fit kurta - navy,"Size:S,M,L,X-Large,X-Small,XX-Large",Indianwear,1299.0,50.0,649.0
aurelia,solid cotton flex regular fit womens casual palazzo - blue,"Size:Large,Medium,Small,X-Large,XX-Large",Indianwear,999.0,30.0,699.0
infuse,woven poly silk dupatta - sky blue,Free Size,Indianwear,999.0,60.0,399.0
fusion beats,womens round neck printed kurta - yellow,"Size:Large,X-Large,XX-Large",Indianwear,3799.0,80.0,759.0
kashish,embroidered round neck viscose blend womens short kurta - gold,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Indianwear,999.0,50.0,499.0
global desi,graphic round neck viscose cotton womens workwear dress - white,"Size:Large,Medium,Small,X-Small",Indianwear,2299.0,50.0,1149.0
get wrapped,textured polyester blend regular length womens dupatta - purple,Free Size,Indianwear,2803.6906246180174,0.0,399.0
stop,womens free size printed dupatta - red,Free Size,Indianwear,599.0,50.0,299.0
ziyaa,floral mandarin rayon womens ethnic set - brown,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",Indianwear,2198.0,60.0,879.0
myshka,embroidered rayon v neck womens regular kurta - black,"Size:Large,Medium,Small,X-Large,XX-Large",Indianwear,3999.0,75.0,999.0
w,printed round neck cotton blend womens calf length kurta - natural,"Size:6,8,10,12,14,16,18",Indianwear,2803.6906246180174,40.0,2999.0
w,printed cotton round neck womens ethnic set - green,"Size:8,12,14",Indianwear,2999.0,50.0,1499.0
indya,womens yellow ruffled sari skirt - yellow,Size:X-Large,Indianwear,2800.0,50.0,1400.0
aurelia,collar neck polyester flared designer womens dresses - green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Indianwear,1699.0,30.0,1189.0
kashish,womens mandarin collar embroidered kurta - pink,Size:Small,Indianwear,2803.6906246180174,50.0,1999.0
suti,printed cotton round neck womens ethnic set - peach,"Size:4X-Large,Large,Medium,Small,X-Large,X-Small",Indianwear,4399.0,20.0,3519.0
janasya,solid cotton lycra casual wear womens stitched blouse - natural,Free Size,Indianwear,799.0,40.0,479.0
varkala silk sarees,kanchipuram weave zari border and rich zari pallu with contrast blouse piece - multi,Free Size,Indianwear,4500.0,70.0,1350.0
get wrapped,printed polyester woven womens scarf - orange,Free Size,Indianwear,2803.6906246180174,0.0,299.0
ziyaa,printed crepe boat neck womens straight kurta - blue,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",Indianwear,1373.0,50.0,686.0
w,solid viscose regular fit womens straight pants - dark pink,"Size:6,8,10,12,14,16,18",Indianwear,1299.0,25.0,974.0
ziyaa,solid polyester mandarin womens salwar kurta dupatta set - green,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",Indianwear,4546.0,60.0,1818.0
global desi,womens regular fit floral kurta - white,"Size:XL,Large,Medium,Small,XX-Large",Indianwear,3499.0,70.0,1049.0
yuris,printed round neck cotton womens kurta palazzo set - brown,"Size:Medium,Small,X-Large,XX-Large,XXX-Large",Indianwear,3499.0,60.0,1399.0
yuris,lace round neck cotton womens kurta palazzo set - green,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",Indianwear,3499.0,60.0,1399.0
yuris,stripes cotton round neck womens salwar suit - multi,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",Indianwear,3499.0,60.0,1399.0
yuris,printed cotton womens regular length palazzos - brown,"Size:28,30,32,34,36,38",Indianwear,1699.0,60.0,679.0
haute curry,embroidered rayon crepe tie up neck womens straight blouson top - indigo,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Indianwear,1299.0,50.0,649.0
vastranand,stripes zari chiffon festive wear womens regular saree - pink,Free Size,Indianwear,5700.0,50.0,2850.0
haute curry,printed mid thigh casual wear high low tunic - brown,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Indianwear,899.0,50.0,449.0
varanga,womens blue and beige floral block printed straight kurta - blue,"Size:Medium,Small,X-Large",Indianwear,1899.0,55.0,854.0
varanga,printed cotton blend round neck womens ethnic set - red,"Size:Large,Medium,Small,X-Large",Indianwear,2803.6906246180174,60.0,2099.0
varanga,mandarin collar womens kurta - grey,"Size:Large,Medium,Small,X-Large,XX-Large",Indianwear,1799.0,50.0,899.0
vastranand,solid zari silk blend festive wear womens regular saree - purple,Free Size,Indianwear,4599.0,55.0,2069.0
varanga,silk womens party trousers - gold,"Size:Large,Medium,Small,X-Large,XX-Large",Indianwear,1599.0,60.0,639.0
global desi,womens fit and flare gathered pleated floral casual wear sharara - mint,"Size:XL,Large,Medium,Small",Indianwear,2799.0,70.0,839.0
varanga,embroidered silk blend round neck womens ethnic set - lime green,"Size:Large,Medium,Small,X-Large,XX-Large",Indianwear,2803.6906246180174,60.0,4999.0
yuris,printed cotton round neck womens a-line kurta - green,"Size:Medium,Small",Indianwear,1799.0,60.0,719.0
kami kubi,geometric cotton round neck womens regular fit top - yellow,"Size:Large,Medium",Indianwear,1499.0,60.0,599.0
indya,printed round neck viscose womens regular dress - maroon,Size:Small,Indianwear,1900.0,50.0,950.0
indya,solid regular fit georgette womens sharara pants - purple,"Size:Medium,Small,X-Large",Indianwear,2803.6906246180174,50.0,2400.0
indya,foil print georgette boat neck womens regular fit crop top - purple,Size:Small,Indianwear,2803.6906246180174,50.0,1500.0
faballey,polka dots collared neck cotton womens - white,Size:Small,Indianwear,2400.0,50.0,1200.0
w,solid viscose round neck womens calf length kurta - yellow,Size:16,Indianwear,1899.0,40.0,1139.0
de moza,relaxed fit regular length polyester womens festive skirt - black,"Size:Medium,X-Large,XXX-Large",Indianwear,2803.6906246180174,40.0,2499.0
aurelia,printed cotton round neck womens flared dress - pink,"Size:Large,Medium,Small,X-Large,X-Small",Indianwear,2803.6906246180174,30.0,2999.0
haute curry,solid round neck denim womens flared dress - dark blue,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Indianwear,1699.0,50.0,849.0
biba,flared fit polyester womens festive wear skirt - black,Size:Large,Indianwear,4599.0,30.0,3219.0
janasya,printed silk festive wear womens saree with blouse piece - peacock,Free Size,Indianwear,3619.0,60.0,1447.0
sanaa,printed rayon collar neck womens mid thigh length kurti - blue,"Size:Large,Medium,Small,X-Large,XX-Large",Indianwear,1499.0,30.0,1049.0
ziyaa,floral polyester round neck womens straight kurta - cream,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",Indianwear,1505.0,55.0,677.0
indya,embroidered georgette regular fit womens top - blue,Size:Medium,Indianwear,1400.0,50.0,700.0
w,printed round neck cotton womens flared dress - red,"Size:14,18",Indianwear,2999.0,50.0,1499.0
biba,printed polyester shirt collar womens palazzo kurta dupatta set - red,Size:34,Indianwear,5995.0,40.0,3597.0
janasya,solid cotton lycra casual wear womens stitched blouse - black,Free Size,Indianwear,899.0,45.0,494.0
w,printed round neck cotton womens calf length kurta - light blue,"Size:6,8,10,12,14,16,18",Indianwear,2803.6906246180174,40.0,1799.0
global desi,solid v-neck womens kurta - navy,"Size:XL,Large,Medium,Small,X-Small",Indianwear,1799.0,50.0,899.0
indya,floral round neck georgette womens peplum top - purple,"Size:Small,XX-Large",Indianwear,2803.6906246180174,50.0,1500.0
kami kubi,printed cotton womens ethnic set - black,"Size:Large,Medium,X-Large",Indianwear,3999.0,55.0,1799.0
varanga,maroon zari and sequins work yoke straight kurta with 3/4th gota sleeves - maroon,"Size:Large,Small,X-Large",Indianwear,2499.0,65.0,874.0
get wrapped,printed chiffon regular length womens dupatta - multi,Free Size,Indianwear,2803.6906246180174,0.0,499.0
global desi,round neck polyester flared womens gown - blue,"Size:XL,Large,Medium,Small,X-Small,XX-Large",Indianwear,3899.0,20.0,3119.0
biba,solid narrow cotton womens pants - natural,"Size:Large,Medium,Small,X-Large",Indianwear,2803.6906246180174,40.0,999.0
stop,womens 2 ply anti microbial reusable protective fashion mask- pack of 5 - multi,Free Size,Indianwear,399.0,50.0,199.0
global desi,floral cotton round neck womens flared kurta - white,"Size:XL,Large,Medium,Small,X-Small,XX-Large",Indianwear,3499.0,20.0,2799.0
varanga,printed v-neck georgette womens ethnic set - peach,"Size:Small,X-Small",Indianwear,5999.0,70.0,1799.0
janasya,solid cotton lycra casual wear womens stitched blouse - black,Free Size,Indianwear,969.0,50.0,484.0
ira soleil,solid tissue round neck womens ethnic top - pink,"Size:Large,Medium,Small,X-Large",Indianwear,2803.6906246180174,0.0,2499.0
haute curry,regular fit ankle length flex womens casual pants - natural,"Size:Large,Medium,Small,X-Large",Indianwear,899.0,50.0,449.0
janasya,embellished velvet festive wear womens stitched blouse - maroon,"Size:Large,Medium,Small,X-Large,XX-Large",Indianwear,1798.0,55.0,809.0
kami kubi,solid rayon mandarin neck womens regular fit top - green,"Size:Large,Medium,Small,X-Small",Indianwear,1499.0,60.0,599.0
w,solid poly georgette round neck womens straight kurta - green,"Size:6,10,12,16,18",Indianwear,3599.0,25.0,2699.0
suti,printed cotton v neck womens flared dress - green,"Size:Large,Medium,Small,X-Large,XX-Large",Indianwear,2499.0,20.0,1999.0
ziyaa,printed round neck georgette womens ethnic set - black,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",Indianwear,3211.0,65.0,1123.0
ziyaa,printed rayon collar neck womens straight kurta - peacock,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",Indianwear,2018.0,60.0,807.0
global desi,floral round neck womens top - maroon,Size:X-Small,Indianwear,2099.0,40.0,1259.0
janasya,embroidered round neck silk womens calf length kurta - peach,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large",Indianwear,1599.0,55.0,719.0
juniper,printed cotton round neck womens salwar kurta dupatta set - cream,"Size:Large,Medium,X-Large",Indianwear,3899.0,55.0,1754.0
janasya,solid cotton lycra casual wear womens stitched blouse - natural,Free Size,Indianwear,1099.0,50.0,549.0
ira soleil,art silk regular fit womens festive wear skirt - gold,"Size:Large,Medium,Small,X-Large",Indianwear,2803.6906246180174,0.0,2209.0
global desi,full length polyester polka dots womens festive wear dupatta - pink,Free Size,Indianwear,1899.0,35.0,1234.0
ziyaa,printed round neck rayon womens ethnic set - green,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",Indianwear,2683.0,60.0,1073.0
aurelia,dyed cotton regular fit womens casual dupatta - white,Free Size,Indianwear,2803.6906246180174,30.0,799.0
ziyaa,printed round neck rayon womens ethnic set - pink,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",Indianwear,2610.0,60.0,1044.0
de moza,solid polyester womens crop top - black,"Size:Large,X-Large,XX-Large",Indianwear,999.0,40.0,599.0
janasya,floral collared neck polyester blend womens flared ethnic dress - navy,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Indianwear,2298.0,40.0,1378.0
janasya,womens pink poly crepe kurta (jne2199) - pink,"Size:Medium,Small,X-Large,XX-Large,XXX-Large",Indianwear,1199.0,55.0,539.0
de moza,skinny fit ankle length length viscose womens leggings - white,"Size:Large,Medium,Small,X-Large,XX-Large",Indianwear,2803.6906246180174,40.0,799.0
biba,embroidered silk cotton womens formal scarf - mustard,Free Size,Indianwear,999.0,40.0,599.0
ziyaa,floral round neck polyester womens ethnic set - grey,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",Indianwear,1901.0,55.0,855.0
global desi,floral round neck womens kurta - green,"Size:XL,Large,Medium,Small,X-Small",Indianwear,1999.0,50.0,999.0
stop,printed mandarin collar a line fit womens kurta - natural,"Size:S,M,L,X-Large,X-Small,XX-Large",Indianwear,1299.0,50.0,649.0
suti,printed cotton round neck womens flared dress - moon rock,"Size:4X-Large,Large,Medium,Small,X-Small",Indianwear,2799.0,20.0,2239.0
myshka,solid silk blend round neck womens regular casual dress - navy,"Size:Large,Medium,Small,X-Large,XX-Large",Indianwear,4999.0,75.0,1249.0
w,printed polyester round neck womens dress - blue,"Size:6,8,10,12,14,16,18",Indianwear,2803.6906246180174,40.0,4999.0
janasya,womens mustard cotton kurta with palazzo (set158) - yellow,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large",Indianwear,3059.0,60.0,1223.0
myshka,solid cotton round neck womens regular kurta - purple,"Size:Large,Medium,Small,X-Large,XX-Large",Indianwear,2999.0,70.0,899.0
global desi,solid straight fit womens workwear pants - mustard,"Size:Large,Medium,Small,X-Small,XX-Large",Indianwear,1399.0,35.0,909.0
aurelia,printed polyester blend womens straight kurta - blue,"Size:Medium,Small,X-Large,XX-Large",Indianwear,2803.6906246180174,30.0,1599.0
juniper,zari round neck georgette designer womens ethnic sets - black,Size:X-Large,Indianwear,7099.0,40.0,4259.0
myshka,printed round neck womens kurti - multi,",Medium,Small,X-Large,XX-Large",Indianwear,3999.0,70.0,1199.0
janasya,embellished velvet round neck womens kurta palazzo set - maroon,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large",Indianwear,4998.0,65.0,1749.0
w,solid cotton flex mandarin womens calf length kurta - purple,Size:14,Indianwear,2803.6906246180174,40.0,1499.0
de moza,solid skinny fit viscose womens leggings - black,"Size:Medium,Small",Indianwear,2803.6906246180174,40.0,599.0
stop,fitted full length cotton lycra womens leggings - turquoise,"Size:S,M,L,X-Large,X-Small",Indianwear,499.0,30.0,349.0
ziyaa,geometric polyester round neck womens straight kurta - multi,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",Indianwear,1867.0,60.0,746.0
yuris,geometric cotton mandarin womens regular kurta - multi,Size:Small,Indianwear,1349.0,50.0,674.0
global desi,solid viscose collared neck womens tunic - coral,"Size:XL,Large,Medium,Small,X-Small,XX-Large",Indianwear,2803.6906246180174,40.0,1699.0
w,printed collar neck viscose womens a line dress - yellow,"Size:6,8,10,14,16,18",Indianwear,2799.0,50.0,1399.0
w,round neck georgette designer womens ethnic set - pink,Size:18,Indianwear,8999.0,25.0,6749.0
ziyaa,printed polyester round neck womens straight kurta - blue,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",Indianwear,1776.0,60.0,710.0
yuris,floral cotton mandarin womens salwar suit - multi,"Size:Large,Medium,Small",Indianwear,2999.0,55.0,1349.0
yuris,motif cotton round neck womens salwar suit - multi,"Size:Large,Medium,Small,XX-Large",Indianwear,2299.0,50.0,1149.0
juniper,embroidered cotton slub mandarin womens high low kurta - peach,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Indianwear,2803.6906246180174,55.0,1299.0
w,printed cambric round neck womens flared kurta - blue,"Size:6,8,10,12,14,16,18",Indianwear,2803.6906246180174,40.0,2799.0
stop,womens printed calf length casual wear kurta - indigo,"Size:S,M,X-Small",Indianwear,1299.0,50.0,649.0
