BrandName,Deatils,Sizes,Womens_Category,MRP_,Discount_percent,SellPrice_
allen solly,womens solid formal shirt - light blue,"Size:Large,Small,X-Large,XX-Large",Westernwear,1599.0,40.0,959.0
allen solly,solid polyester cotton round neck womens formal wear shirt - black,"Size:Large,Medium,Small,X-Large",Westernwear,1599.0,40.0,959.0
zink london,solid regular fit cotton womens joggers - blue,Size:X-Large,Westernwear,1899.0,40.0,1139.0
cover story,solid cotton spandex round neck womens t-shirt - pink,"Size:Large,Medium,X-Large,X-Small",Westernwear,990.0,30.0,693.0
stop,solid regular neck cotton stretch womens formal shirt - black,"Size:Large,Medium,Small,X-Large,XX-Large",Westernwear,999.0,50.0,499.0
levis,tapered fit regular length cotton womens jeans - indigo,"Size:26,28,30,32,34",Westernwear,2008.5116138398257,0.0,3799.0
fratini,printed viscose collar neck womens a-line dress - white,"Size:Large,Medium,Small,X-Large,XX-Large",Westernwear,1599.0,50.0,799.0
faballey,solid crepe square neck womens dress - red,"Size:Large,Medium,Small,X-Large,X-Small",Westernwear,1900.0,20.0,1520.0
rare,floral polyester v neck womens a-line dress - red,"Size:Large,Medium,Small,X-Large",Westernwear,2099.0,55.0,944.0
zink london,solid cotton collar neck womens straight top - blue,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Westernwear,1599.0,40.0,959.0
fratini,embellished viscose blend round neck womens t-shirt - powder blue,"Size:Large,Medium,Small,X-Large,XX-Large",Westernwear,999.0,50.0,499.0
stop,printed regular neck cotton womens formal shirt - sky blue,"Size:Large,Medium,Small,X-Large,XX-Large",Westernwear,899.0,50.0,449.0
zink london,floral viscose tie up neck� womens top - green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Westernwear,1799.0,40.0,1079.0
stop,solid viscose round neck womens regular top - off white,"Size:Large,Medium,Small,X-Large,XX-Large",Westernwear,799.0,50.0,399.0
van heusen,solid polyester v neck womens top - red,"Size:Medium,Small,X-Large,X-Small",Westernwear,1699.0,41.0,999.0
zink london,printed viscose blend square neck womens dress - mustard,"Size:Large,Medium,Small,X-Large",Westernwear,3199.0,40.0,1919.0
life,printed cotton slub round neck womens regular top - blue,"Size:Large,Medium,Small,X-Large,X-Small",Westernwear,899.0,50.0,449.0
rare,printed georgette off shoulder womens blouson top - navy,"Size:Large,Medium,Small,X-Large",Westernwear,999.0,50.0,499.0
zink london,floral polyester round neck womens straight top - blue,"Size:Large,Medium,Small,X-Large,X-Small",Westernwear,1399.0,40.0,839.0
life,checks cotton blend collar neck womens regular top - black,"Size:Large,Medium,Small,X-Large,X-Small",Westernwear,1299.0,50.0,649.0
fratini,solid cotton round neck womens t-shirt - teal,"Size:Large,Medium,Small,X-Large,XX-Large",Westernwear,799.0,50.0,399.0
latin quarters,dyed v-neck cotton womens regular dress - maroon,"Size:S,M,L,XL,XX-Large",Westernwear,2499.0,50.0,1249.0
life,regular fit regular length cotton lycra womens jeans - ice,"Size:26,28,30,32,34,36",Westernwear,1299.0,50.0,649.0
life,solid cotton blend wide neck womens regular top - mid stone,"Size:Large,Medium,X-Large,X-Small",Westernwear,1299.0,50.0,649.0
life,printed jersey round neck womens t-shirt - natural,"Size:Large,Medium,Small,X-Large,X-Small",Westernwear,599.0,50.0,299.0
rare,solid polyester blend womens regular top - peach,"Size:Large,Medium,Small,X-Large",Westernwear,1499.0,55.0,674.0
life,womens cotton lycra solid capri tights - black,"Size:28,30,32",Westernwear,799.0,50.0,399.0
zink z,solid polyester off shoulder womens dress - pink,"Size:Large,Medium,Small,X-Large,X-Small",Westernwear,2008.5116138398257,0.0,2299.0
cover story,solid cotton round neck womens regular dress - pink,"Size:Large,Medium,Small,X-Large,X-Small",Westernwear,2890.0,40.0,1734.0
fratini,regular fit regular length cotton blend womens jeans - mid stone,"Size:26,28,30,32,34,36",Westernwear,1299.0,50.0,649.0
fratini,solid v-neck jersey womens t-shirt - red,"Size:Large,Medium,Small,X-Large,XX-Large",Westernwear,599.0,50.0,299.0
zink z,solid cotton hood womens dress - white,"Size:Large,Medium,Small,X-Large,X-Small",Westernwear,2008.5116138398257,0.0,1799.0
life,skinny fit regular length cotton lycra womens jeans - mid stone,"Size:26,28,30,32,34,36",Westernwear,999.0,50.0,499.0
rare,floral rayon round neck womens regular top - black,"Size:Large,Medium,Small,X-Large",Westernwear,1499.0,60.0,599.0
infuse,floral v neck rayon womens dress - light blue,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Westernwear,1299.0,50.0,649.0
infuse,embroidered cotton round neck womens regular fit t-shirt - purple,"Size:Large,Medium,Small,X-Small",Westernwear,499.0,60.0,199.0
kraus,mom fit ankle length cotton womens jeans - black,"Size:28,30,32,34,36",Westernwear,1795.0,10.0,1615.0
kraus,wide fit ankle length cotton womens jeans - blue,"Size:28,30,32,34,36",Westernwear,1695.0,10.0,1525.0
allen solly,solid polyester regular fit womens trousers - black,"Size:26,28,30,32,34,36",Westernwear,1999.0,20.0,1599.0
zink london,tie and dye polyester square neck womens dress - pink,"Size:X-Large,XX-Large",Westernwear,2499.0,40.0,1499.0
latin quarters,solid polyester womens casual wear jacket - gold,"Size:S,M",Westernwear,2999.0,50.0,1499.0
kraus,heavy wash cotton slim fit womens jeans - light blue,"Size:28,30,32,34,36",Westernwear,1895.0,10.0,1705.0
van heusen,solid polyester round neck womens dress - yellow,"Size:Large,Medium,Small,X-Large,X-Small",Westernwear,3499.0,57.0,1499.0
zink london,floral polyester round neck womens straight top - pink,"Size:Large,Medium,Small,X-Large",Westernwear,1499.0,40.0,899.0
and,solid round neck polyester womens straight top - black,"Size:8,10,12,14",Westernwear,2699.0,20.0,2159.0
and,floral square neck polyester womens flared gown - sage,"Size:8,10,12,14,16",Westernwear,3499.0,20.0,2799.0
zink london,solid sweetheart neck viscose blend womens a-line dress - yellow,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Westernwear,2499.0,40.0,1499.0
life,printed cotton lycra round neck womens t-shirt - pink,"Size:Large,Medium,Small,X-Large,X-Small",Westernwear,699.0,50.0,349.0
and,solid polyester v neck womens regular top - wine,"Size:8,10,12,14,16,18",Westernwear,1899.0,20.0,1519.0
fratini,printed polyester v-neck womens a-line dress - grey,"Size:Large,Medium,Small,X-Large,XX-Large",Westernwear,2008.5116138398257,50.0,2299.0
life,embroidered viscose blend round neck womens t-shirt - white,"Size:Large,Medium,Small,X-Large,X-Small",Westernwear,899.0,50.0,449.0
stop,printed regular neck cotton womens formal shirt - white,"Size:Large,Medium,Small,X-Large,XX-Large",Westernwear,799.0,50.0,399.0
fratini,printed collar polyester womens regular top - off white,"Size:Large,Medium,Small,X-Large,XX-Large",Westernwear,1299.0,50.0,649.0
life,printed band collar polyester womens woven top - lilac,"Size:Large,Medium,Small,X-Large,X-Small",Westernwear,999.0,50.0,499.0
only,solid polyester viscose round neck womens t-shirt - green,"Size:Large,Medium,Small,X-Large,X-Small",Westernwear,1299.0,40.0,779.0
zink london,solid cotton square neck womens dress - orange,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Westernwear,2599.0,40.0,1559.0
zink london,floral polyester round neck womens dress - off white,"Size:Large,Medium,Small,X-Large",Westernwear,2999.0,40.0,1799.0
zink london,printed cotton round neck womens t-shirt - black,"Size:Large,Small",Westernwear,1299.0,69.0,399.0
fratini,printed polyester round neck womens a-line dress - off white,"Size:Error Size,Large,Medium,Small,X-Large,XX-Large",Westernwear,1999.0,50.0,999.0
rare,floral polyester off shoulder womens regular top - black,"Size:Large,Medium,Small",Westernwear,999.0,50.0,499.0
kraus,skinny fit ankle length cotton blend womens jeans - blue,"Size:28,30,32,36,38",Westernwear,1695.0,50.0,847.0
pepe,checks viscose blend round neck womens casual shirt - lime green,"Size:Large,Medium,Small,X-Large",Westernwear,1599.0,40.0,959.0
kraus,clean look cotton wide fit womens jeans - blue,"Size:28,30,32,34,36",Westernwear,1595.0,10.0,1435.0
zink london,solid cotton round neck womens dress - lavender,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Westernwear,3199.0,40.0,1919.0
zink london,womens regular fit solid round neck t-shirt - purple,"Size:Large,Small,X-Large",Westernwear,1199.0,67.0,399.0
and,floral linen round neck womens straight dress - pink mix,"Size:8,10,12,14,16",Westernwear,3899.0,20.0,3119.0
stop,solid viscose regular neck womens top - blush,"Size:Large,Medium,Small,X-Large,XX-Large",Westernwear,999.0,50.0,499.0
madame,stripes polyester v neck womens top - blush,"Size:Large,Medium,Small,X-Large,XX-Large",Westernwear,1799.0,30.0,1259.0
and,solid polyester v neck womens regular dress - peach,"Size:8,10,12,14,16,18",Westernwear,2299.0,50.0,1149.0
zink london,solid polyester v neck womens dress - pink,"Size:Large,Medium,X-Large,XX-Large",Westernwear,2999.0,40.0,1799.0
faballey,polka dots sweetheart neck georgette womens mini dress - blue,"Size:Large,Medium,Small,X-Large,X-Small",Westernwear,1950.0,20.0,1560.0
and,solid round neck polyester womens straight top - yellow,"Size:8,10,12,14,16,18",Westernwear,1699.0,20.0,1359.0
rare,stripes polyester boat neck womens regular top - maroon,"Size:Large,Medium,Small,X-Large",Westernwear,1299.0,55.0,584.0
and,solid collar neck linen womens straight dresses - wine,"Size:8,10,12,14,16,18",Westernwear,3299.0,20.0,2639.0
van heusen,printed polyester round neck womens top - yellow,"Size:Large,Medium,Small,X-Large,X-Small",Westernwear,1499.0,33.0,999.0
life,solid viscose blend wide neck womens t-shirt - powder blue,"Size:Large,Medium,Small,X-Large,X-Small",Westernwear,1299.0,50.0,649.0
zink london,textured cotton off shoulder womens dress - baby pink,"Size:Large,Medium,Small,XX-Large",Westernwear,3499.0,40.0,2099.0
life,solid viscose wide neck womens a-line dress - orange,"Size:Large,Medium,Small,X-Large,X-Small",Westernwear,1499.0,50.0,749.0
altlife,printed polyester blend regular neck womens t-shirt - purple,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Westernwear,599.0,50.0,299.0
fratini,printed viscose wide neck womens regular top - light blue,"Size:Large,Medium,Small,X-Large",Westernwear,1199.0,50.0,599.0
life,printed collar neck polyester womens regular top - orange,"Size:Large,Medium,Small,X-Large,X-Small",Westernwear,999.0,50.0,499.0
rare,solid crepe v neck womens blouson top - navy,"Size:Large,Medium,Small",Westernwear,1299.0,55.0,584.0
zink london,solid polyester blend regular fit womens pants - grey,Size:X-Large,Westernwear,1899.0,40.0,1139.0
latin quarters,printed polyester v-neck womens regular blouse - ivory,"Size:S,M,L,XL,XX-Large",Westernwear,2008.5116138398257,50.0,1599.0
life,regular fit regular length denim womens jeans - ice,"Size:26,28,30,32,34,36,Medium",Westernwear,1699.0,50.0,849.0
altlife,solid cotton full length womens joggers - black,"Size:28,30,32,34,36",Westernwear,999.0,50.0,499.0
rare,solid polyester round neck womens a-line dress - red,"Size:Large,Medium,Small,X-Large",Westernwear,1499.0,55.0,674.0
indya,shraddha kapoor for indya embellished hot wrap crop top - pink,"Size:Large,Medium,Small,X-Large,X-Small",Westernwear,1300.0,20.0,1040.0
fratini,printed polyester v-neck womens a-line dress - lilac,"Size:Large,Medium,Small,X-Large,XX-Large",Westernwear,1899.0,50.0,949.0
life,printed viscose wide neck womens regular top - off white,"Size:Large,Medium,Small,X-Large,X-Small",Westernwear,1199.0,50.0,599.0
zink london,printed polyester v neck womens top - multi,"Size:Large,Medium,Small,X-Large",Westernwear,1499.0,40.0,899.0
rare,printed rayon round neck womens flared dress - maroon,Size:Medium,Westernwear,2399.0,55.0,1079.0
latin quarters,dyed round neck polyester womens regular knit top - pink,"Size:S,M,L,XL,X-Small",Westernwear,1599.0,50.0,799.0
fratini,solid viscose blend round neck womens t-shirt - lilac,"Size:Large,Medium,Small,X-Large,XX-Large",Westernwear,699.0,50.0,349.0
life,skinny fit regular length cotton lycra womens jeans - indigo,"Size:26,28,30,32,34,36",Westernwear,1299.0,50.0,649.0
zink london,checks rayon womens shift dress - green,"Size:Large,Medium,X-Large",Westernwear,2199.0,60.0,879.0
and,floral polyester round neck womens straight top - sage,"Size:8,10,12,14,16,18",Westernwear,2099.0,20.0,1679.0
altlife,patch work cotton regular neck womens top and shorts - lilac,"Size:Large,Medium,Small,X-Large,XX-Large",Westernwear,1299.0,50.0,649.0
life,viscose blend collar neck womens regular top - off white,"Size:Large,Medium,Small,X-Large,X-Small",Westernwear,899.0,50.0,449.0
juniper,printed short sleeves rayon womens full length jumpsuit - mustard,"Size:Large,Medium,Small,X-Large,XX-Large",Westernwear,2999.0,40.0,1799.0
kraus,light wash cotton skinny fit womens jeans - dark blue,"Size:28,30,32,34",Westernwear,1895.0,50.0,947.0
zink london,printed v neck polyester womens wrap dress - blue,"Size:Large,Medium,Small,X-Large,XX-Large",Westernwear,2999.0,50.0,1499.0
van heusen,solid polyester v neck womens formal shirt - pink,"Size:Large,Medium,Small,X-Large,X-Small",Westernwear,2008.5116138398257,41.0,1699.0
van heusen,solid cotton round neck womens top - black,"Size:Large,Medium,Small,X-Large,X-Small",Westernwear,2008.5116138398257,41.0,799.0
life,skinny fit regular length cotton lycra womens jeans - black,"Size:26,28,30,32,34,36",Westernwear,1299.0,50.0,649.0
fratini,solid cotton blend round neck womens t-shirt - sage,"Size:Large,Medium,Small,X-Large,XX-Large",Westernwear,2008.5116138398257,50.0,699.0
stop,regular fit regular length viscose blend womens treggings - black mix,"Size:28,30,32,34,36",Westernwear,999.0,50.0,499.0
madame,pencil fit above knee cotton blend womens casual skirt - ice blue,"Size:26,28,30,32,34,36",Westernwear,2199.0,40.0,1319.0
faballey,textured georgette square neck womens regular dress - yellow,"Size:Large,Medium,Small,X-Large,X-Small",Westernwear,2100.0,20.0,1680.0
stop,solid polyester tailored fit womens trousers - black,"Size:28,30,32,34,36",Westernwear,2008.5116138398257,50.0,1499.0
zink london,womens regular fit solid round neck t-shirt - green,Size:X-Large,Westernwear,1199.0,67.0,399.0
life,printed cotton blend hood womens sweatshirt - blue,"Size:Large,Medium,Small,X-Large,X-Small",Westernwear,1299.0,50.0,649.0
madame,solid polyester blend v neck womens dress - indigo,"Size:Large,Medium,Small,X-Large,XX-Large",Westernwear,2699.0,30.0,1889.0
only,all over print cotton round neck womens t-shirt - blue,"Size:Large,Medium,Small,X-Large,X-Small",Westernwear,1999.0,30.0,1399.0
infuse,graphic cotton round neck womens regular fit t-shirt - peach,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Westernwear,499.0,60.0,199.0
stop,printed polyester stretch regular fit womens top - wine,"Size:Large,Medium,Small,X-Large,XX-Large",Westernwear,2008.5116138398257,50.0,799.0
kraus,skinny ankle length cotton blend womens jeans - black,"Size:28,30,32,34,36,38",Westernwear,1895.0,10.0,1705.0
altlife,printed polyester blend regular neck womens t-shirt - old rose,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Westernwear,799.0,50.0,399.0
and,floral polyester v neck womens flared top - black,"Size:8,10,14,16,18",Westernwear,1999.0,20.0,1599.0
rare,floral polyester round neck womens a-line dress - black,"Size:Large,Medium,Small,X-Large",Westernwear,1899.0,55.0,854.0
life,skinny fit regular length cotton lycra womens jeans - black,"Size:26,28,30,32,34,36",Westernwear,999.0,50.0,499.0
madame,printed polyester mandarin womens top - blue,"Size:Large,Medium,Small,X-Large,XX-Large",Westernwear,1699.0,40.0,1019.0
rare,regular fit calf length crepe womens casual skirt - navy,"Size:Large,Medium,Small,X-Large",Westernwear,1699.0,55.0,764.0
lovegen,skinny fit ankle length cottonwomens jeans - light blue,"Size:30,32,34",Westernwear,1999.0,70.0,599.0
only,solid cotton peter pan collar womens casual shirt - blue,"Size:34,36,38,40,42",Westernwear,2499.0,40.0,1499.0
zink london,regular fit full length viscose womens casual skirt - off white,"Size:Large,Medium,Small,X-Large,X-Small",Westernwear,1899.0,40.0,1139.0
zink london,floral polyester square neck womens dress - green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Westernwear,2699.0,40.0,1619.0
faballey,textured crepe round neck womens midi dress - blue,"Size:Large,Medium,Small,X-Large,X-Small",Westernwear,2800.0,20.0,2240.0
infuse,floral v neck rayon womens dress - mauve,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Westernwear,1299.0,50.0,649.0
only,solid cotton regular womens t-shirt - purple,"Size:Large,Medium,Small,X-Large,X-Small",Westernwear,1799.0,50.0,899.0
